ID,designation_header,strain_number_header,is_type_strain_header,species,Cell length (µm),Cell Width (µm),Cell Shape,Reference,NCBI ID
12540.0,PPPA21,"CCUG 51937, DSM 16608, JCM 12541",1.0,Prevotella multiformis,4.1,0.65,rod-shaped,31388.0,888743
12543.0,PPPA20,"DSM 17128, JCM 12954, CCUG 58057",1.0,Prevotella multisaccharivorax,5.4,0.8,coccus-shaped,31524.0,688246
12555.0,AIP 261.03,"DSM 19126, CCUG 54409, CIP 108993, JCM 15639, LBN 293",1.0,Prevotella nanceiensis,0.75,0.45,rod-shaped,32235.0,425941
12558.0,KB7,"DSM 17968, JCM 13650",1.0,Prevotella paludivivens,1.7,0.75,rod-shaped,32071.0,185294
134238.0,,"JCM 14110, CCUG 54350, GTC 3021",1.0,Prevotella pleuritidis,3,0.8,rod-shaped,32054.0,407975
12566.0,D033B-12-2,"DSM 22473, CCUG 57944",1.0,Prevotella saccharolytica,0.9-5,0.6-0.7,rod-shaped,29517.0,1236516
12538.0,EPSA11,"CCUG 51934, DSM 15606, JCM 12084",1.0,Prevotella salivae,1.25,0.65,rod-shaped,30045.0,888832
12539.0,EHS11,"DSM 15611, JCM 12083, CCUG 51933",1.0,Prevotella shahii,9.15,0.65,rod-shaped,30045.0,228603
12548.0,,"CCUG 55595, CB 35, DSM 18206, JCM 13469",1.0,Prevotella stercorea,1.16,0.33,rod-shaped,31995.0,1002367
12556.0,4401737,"JCM 50105, DSM 22865, CCUG 50105, CIP 108522, JCM 15640",1.0,Prevotella timonensis,1.1,0.4,rod-shaped,31893.0,1122992
5745.0,ZS1-8,"DSM 23421, JCM 17291",1.0,Pricia antarctica,0.75,0.6,rod-shaped,30502.0,641691
159756.0,PX7,"KCTC 42952, MCCC 1H00196",1.0,Primorskyibacter marinus,0.6-2.2,0.2-0.4,rod-shaped,66684.0,1977320
133848.0,KAUST100406-0324,"JCM 17872, NRRL B-59665",1.0,Profundibacterium mesophilum,0.2,0.2,coccus-shaped,30668.0,1037889
134197.0,F2,"ATCC BAA 1284, JCM 13498",1.0,Prolixibacter bellariivorans,11.5,0.33,rod-shaped,31794.0,314319
23200.0,,"DSM 23716, JCM 19560, NRRL B-24816, EUM 273",1.0,Promicromonospora endophytica,0.6,0.5,coccus-shaped,30312.0,722703
12659.0,"C3M-31, C3M_31","DSM 21887, CCUG 57100, CIP 110570",1.0,Propionibacterium acidifaciens,2.6,0.75,,29297.0,556499
141046.0,TEYR-7,"CCTCC AB 2015257, KCTC 33808",1.0,Brevilactibacter sinopodophylli,1.1-1.5,0.6-0.7,rod-shaped,43926.0,
158818.0,Y1A-10 4-9-1,"CCTCC AB 2016249, KCTC 15566, LMG 29810",1.0,Propionicimonas ferrireducens,1.5-3.3,0.15-0.2,rod-shaped,65582.0,
134363.0,HAQ-1,"JCM 14805, KACC 12649, KCTC 22182",1.0,Prosthecobacter fluviatilis,1.8-8,0.3-0.7,rod-shaped,32619.0,445931
18078.0,GW,"DSM 21650, CGMCC 1.5055, JCM 14574",1.0,Proteiniborus ethanoligenes,2.6,0.55,rod-shaped,32198.0,415015
158351.0,BA2-13,"DSM 103060, LMG 29818",1.0,Proteiniborus indolifex,1.8-8.5,0.6-0.8,rod-shaped,65484.0,1776760
2872.0,D3RC-2,"DSM 24773, CGMCC 1.5058, JCM 14817",1.0,Proteiniclasticum ruminis,0.6-2,0.5-0.8,rod-shaped,29371.0,1410668
12514.0,TB107,"DSM 18083, CGMCC 1.5024, JCM 12891, CCUG 53886",1.0,Proteiniphilum acetatigenes,2.05,0.75,rod-shaped,31558.0,294710
140143.0,M3/6,"DSM 28694, CECT 8610, LMG 28299",1.0,Proteiniphilum saccharofermentans,1.1-4.4,0.6-0.7,rod-shaped,43716.0,1642647
18080.0,"ATCC BAA 755, PPP2","DSM 23131, CIP 108034, JCM 12175",1.0,Proteocatella sphenisci,4,0.75,rod-shaped,28967.0,181070
132975.0,JS9,"DSM 100173, JCM 30699, KACC 18404",1.0,Proteus cibarius,0.5-2.0,0.4-0.7,rod-shaped,43976.0,626774
5088.0,OP1,"DSM 17385, CIP 108829, CCUG 55499",1.0,Providencia vermicola,2.14-5,0.57-0.71,rod-shaped,31656.0,333965
3026.0,CC-21,"DSM 21352, CCUG 54492, CIP 109510",1.0,Pseudacidovorax intermedius,1.75,0.5,rod-shaped,32237.0,433924
133083.0,5GHs33-03,"DSM 27157, KACC 16542, NBRC 111006",1.0,Pseudactinotalea terrae,1.2-2.2,0.8-1.0,rod-shaped,25230.0,1743262
133381.0,AR1,"KCTC 42754, JCM 31503",1.0,Pseudaeromonas pectinilytica,1.5-2.5,0.5-1.0,rod-shaped,25256.0,1756761
271.0,GPTSA-6,"DSM 17445, CCUG 54939, CIP 109378, MTCC 7090",1.0,Pseudaeromonas sharmana,1-2,"1-2, 5",,,328412
,,,,,5,,,,
133749.0,HDW-32,"KCTC 23345, CCUG 60023",1.0,Pseudahrensia aquimaris,4,0.75,ovoid-shaped,30384.0,744461
140902.0,KHS02,"KACC 18257, JCM 30419",1.0,Pseudahrensia todarodis,1.95-2.05,0.7-0.8,rod-shaped,43743.0,
140465.0,JH-7,"KCTC 52258, CCTCC AB 2016107",1.0,Pseudaminobacter manganicus,1-2,0.3-0.8,rod-shaped,43203.0,1873176
7620.0,4C1-a,"DSM 18782, KCTC 19209",1.0,Pseudarthrobacter defluvii,01-02,0.4-0.6,ovoid-shaped,32477.0,410837
7622.0,Sphe3,"DSM 18606, LMG 23796",1.0,Pseudarthrobacter phenanthrenivorans,3.25,1.25,coccus-shaped,28902.0,930171
23149.0,SYR-2,"DSM 21377, NBRC 104351",1.0,Pseudenhygromyxa salsuginis,3.5,0.65,rod-shaped,30624.0,442868
133584.0,KYW314,"KCTC 22740, JCM 16344",1.0,Pseudidiomarina aestuarii,0.7-1.4,0.3,rod-shaped,29656.0,624146
133757.0,SW15,"LMG 25374, BCRC 80083",1.0,Pseudidiomarina aquimaris,1.6,0.8,rod-shaped,30417.0,641841
133467.0,908033,"CGMCC 1.7284, JCM 15533",1.0,Pseudidiomarina donghaiensis,1.2,0.5,rod-shaped,29079.0,519452
133427.0,PIM1,"BCRC 17749, JCM 15083",1.0,Pseudidiomarina marina,2.75,0.7,rod-shaped,28905.0,502366
133466.0,908087,"CGMCC 1.7285, JCM 15534",1.0,Pseudidiomarina tainanensis,1.75,0.5,rod-shaped,29079.0,519453
6236.0,ISL-52,"DSM 21900, CCUG 54359, KCTC 12971",1.0,Pseudidiomarina salinarum,2.25,0.45,rod-shaped,32249.0,435908
6237.0,c121,"DSM 21906, CICC 10319, LMG 24046",1.0,Pseudidiomarina sediminum,1.5,0.3,rod-shaped,32253.0,1122124
133426.0,PIN1,"BCRC 17750, JCM 15084",1.0,Pseudidiomarina tainanensis,2.85,0.75,rod-shaped,28905.0,502365
6235.0,PIT1,"DSM 19709, BCRC 17465, JCM 13360",1.0,Pseudidiomarina taiwanensis,0.8-2.4,0.6-0.8,rod-shaped,31684.0,337250
159881.0,PCS8,"KCTC 62038, JCM 32226",1.0,Pseudaeromonas paramecii,1.5-2.8,0.5-1.0,rod-shaped,66555.0,2138166
141083.0,DB-2,"KCTC 42779, CECT 8945",1.0,Pseudoalteromonas aestuariivivens,0.5-3.5,0.2-0.7,rod-shaped,43982.0,
133879.0,k53,"JCM 17292, NCIMB 14688",1.0,Pseudoalteromonas arabiensis,1.25,0.65,rod-shaped,30751.0,874454
12701.0,A 37-1-2,"DSM 18437, LMG 23753",1.0,Pseudoalteromonas arctica,0.4-0.7,,rod-shaped,32098.0,394751
134146.0,FR1199,"JCM 12483, KCTC 12274",1.0,Pseudoalteromonas byunsanensis,1.75,0.65,rod-shaped,31530.0,327939
140827.0,rzy34,"CGMCC 1.15325, KCTC 42730",1.0,Pseudoalteromonas fenneropenaei,1.8-3,0.8-1.3,rod-shaped,43621.0,
448.0,,"DSM 15748, CIP 105339, KMM 216",1.0,Pseudoalteromonas fuliginea,1.5-3.0,0.5-0.8,rod-shaped,43169.0,43655
132999.0,NH153,"DSM 100951, CGMCC 1.15370",1.0,Pseudoalteromonas gelatinilytica,1.5-2.2,0.4-0.5,rod-shaped,43159.0,1703256
12702.0,,"DSM 22356, CGMCC 1.8499, JCM 15903, LMEB 39",1.0,Pseudoalteromonas lipolytica,01-02,0.5-0.8,rod-shaped,29639.0,1315275
140626.0,,"KCCM 43187, JCM 31286, PAMC 28425",1.0,Pseudoalteromonas neustonica,1.3-4.0,0.4-1.3,rod-shaped,43151.0,1840331
140699.0,OCN003,"CCOS 1042, CIP 111189",1.0,Pseudoalteromonas piratica,1.4-2.6,0.5-0.8,rod-shaped,43469.0,
133216.0,,"TP162, KACC 18554, CGMCC 1.15394",1.0,Pseudoalteromonas profundi,1.1-2.8,0.4-0.7,rod-shaped,25045.0,1774956
134140.0,UST010723-006,"NRRL B-41100, JCM 12884",1.0,Pseudoalteromonas spongiae,1.35,0.5,rod-shaped,31476.0,298657
132597.0,GS 221,"DSM 18116, KACC 14278, Gsoil 221",1.0,Pseudoflavitalea ginsenosidimutans,1.1-3.5,0.3-0.7,rod-shaped,43127.0,661488
158791.0,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1.0,Pseudobizionia ponticola,0.5-10.0,0.2-0.6,rod-shaped,65549.0,
1901.0,,"DSM 25619, CCUG 46016, CIP 108977",1.0,Pseudochrobactrum asaccharolyticum,2,,rod-shaped,23346.0,354351
7481.0,MJ28,"DSM 26484, JCM 16921, KCTC 19773",1.0,Pseudoclavibacter caeni,0.3-0.7,0.2-0.3,rod-shaped,30063.0,908846
7480.0,,"DSM 23821, CCUG 58142, KCTC 22691, CAU 59",1.0,Pseudoclavibacter chungangensis,1.3-1.7,0.1-0.2,rod-shaped,29545.0,587635
132433.0,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007",1.0,Pseudoclavibacter endophyticus,1.1-2.3,0.4-0.6,rod-shaped,43744.0,1778590
7475.0,,"DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726",1.0,Pseudoclavibacter helvolus,1,0.45,rod-shaped,30029.0,255205
7479.0,KP02,"DSM 23366, JCM 15058, KCTC 19255",1.0,Pseudoclavibacter soli,0.4,0.25,rod-shaped,32523.0,452623
7476.0,,"DSM 17446, IAM 15030, JCM 12866, NBRC 15706, TISTR 1514",0.0,Gulosibacter faecalis,0.8,0.35,rod-shaped,29956.0,272240
7477.0,A59836,"DSM 17449, IAM 14724, NBRC 15616, TISTR 1510, CCUG 50212, IFO 15616",0.0,Zimmermannella alba,0.8,0.35,rod-shaped,29956.0,272241
158356.0,BerOC1,"DSM 103834, JCM 31820",1.0,Pseudodesulfovibrio hydrargyri,2.8,0.5,vibrio-shaped,65548.0,2125990
132642.0,J2,"DSM 101483, MCCC 1A01867",1.0,Pseudodesulfovibrio indicus,2.0-6.0,0.5,vibrio-shaped,24938.0,1716143
13832.0,"MCCC 1A00107, Y-2","DSM 18339, CGMCC 1.7081, LMG 24574",1.0,Pseudodonghicola xiamenensis,1.5,0.85,ovoid-shaped,28899.0,1121479
133214.0,E3/2,"E3/2, LMG 29678, CCM 8698, DSM 103461",1.0,Pseudoduganella danionis,1.6-2.2,0.9-1.1,rod-shaped,25016.0,1890295
141160.0,10R5-21,"KEMB 563-061, JCM 31587",1.0,Pseudoduganella eburnea,1.5-2.0,0.4-0.5,rod-shaped,44081.0,
133145.0,,"T16R-265, KACC 18655, NBRC 111880",1.0,Pseudoflavitalea rhizosphaerae,1.0-2.5,"1.2-1.5, 7, 1.0-2.5",,,1884793
,,,,,1.2-1.5,,,,
,,,,,7,,,,
141090.0,,"KCCM 43046, JCM 30369, MEBiC 08749",1.0,Pseudofulvibacter gastropodicola,1.8-2.3,0.4-0.6,rod-shaped,43997.0,
133876.0,YCS-9,"KCTC 23884, CCUG 62114",1.0,Pseudofulvibacter geojedonensis,2.9,0.45,rod-shaped,30744.0,1123758
140903.0,RZW2-1,"JCM 30826, MCCC 1K00695",1.0,Pseudofulvibacter marinus,1.2-2,0.3,rod-shaped,43745.0,
17625.0,Sa15,"DSM 21944, CCM 7599, CCUG 57117",1.0,Pseudofulvimonas gallinarii,2,,rod-shaped,29506.0,634155
158768.0,DT7-02,"KCTC 33854, JCM 31192",1.0,Pseudogracilibacillus endophyticus,1.8-2.6,0.7,rod-shaped,65523.0,
140619.0,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456",1.0,Pseudogracilibacillus marinus,2.0-4.0,0.4-0.5,rod-shaped,43138.0,1593363
133838.0,yH16,"KCCM 90100, JCM 17850",1.0,Pseudogulbenkiania gefcensis,0.7,0.4,rod-shaped,30638.0,1037320
10526.0,BP-5,"DSM 22618, BCRC 17727, LMG 24211",1.0,Pseudogulbenkiania subflava,1-1.6,0.2-0.5,rod-shaped,32601.0,1123014
496.0,CM41-15a,"DSM 19751, CIP 109758, MOLA 104",1.0,Pseudohaliea rubra,2.7,0.5,rod-shaped,28941.0,1265313
24311.0,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1.0,Pseudohoeflea suaedae,1.35,1.35 µ,,,877384
133284.0,,"SCS-49, CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1.0,Pseudohongiella nitratireducens,1.3-1.7,0.5-0.7,rod-shaped,25110.0,1768907
141047.0,SKC1-2,"DSM 103726, KCCM 43221",1.0,Pseudokineococcus basanitobsidens,1.3-1.5,1.3-1.5,coccus-shaped,43927.0,1926649
7345.0,MSL-13,"DSM 19272, JCM 16015, KACC 21108, KCTC 19267",1.0,Pseudolysinimonas kribbensis,1.1,0.95,rod-shaped,28931.0,433641
158715.0,DBTF-15,"KACC 19431, NBRC 113039",1.0,Pseudomaribius aestuariivivens,0.3-1.6,0.5-1.0,rod-shaped,65457.0,
159712.0,MT5,"KCTC 62295, MCCC 1K03351",1.0,Pseudomonas abyssi,2.4-2.8,0.4-0.6,rod-shaped,66559.0,170540
12800.0,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024",1.0,Pseudomonas aeruginosa,0.2-0.6,0.2-0.6,,,287
12763.0,PAO,DSM 1707,0.0,Pseudomonas aeruginosa,5.37-10.24,0.62-0.70,rod-shaped,43271.0,1537369
13115.0,CH01,"DSM 17259, CECT 7010, LMG 22563, CCUG 50743",1.0,Pseudomonas argentinensis,1.6,0.6,rod-shaped,31385.0,289370
13124.0,6H33b,"DSM 17556, ATCC BAA 1049, JCM 12708, CCUG 53885, CIP 108866",1.0,Pseudomonas azotifigens,3.5,0.5,rod-shaped,31448.0,291995
13131.0,R-20821,"CCUG 53773, DSM 17834, LMG 23199",1.0,Pseudomonas borbori,02-03,1,rod-shaped,31765.0,289003
13175.0,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1.0,Pseudomonas caeni,1.5,0.55,rod-shaped,29055.0,521719
133410.0,2-92,"LMG 28499, DOAB 798",1.0,Pseudomonas canadensis,2.3,0.5,rod-shaped,25275.0,915099
13172.0,1N,"DSM 23418, CIP 109853, LMG 24676",1.0,Pseudomonas cuatrocienegasensis,1.2,0.53,rod-shaped,29099.0,543360
13153.0,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1.0,Pseudomonas delhiensis,1.5,0.5,rod-shaped,31831.0,366289
13163.0,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1.0,Pseudomonas duriflava,0.9,0.7,rod-shaped,32574.0,459528
158761.0,GEV388,"LMG 30013, ATCC TSD-90",1.0,Pseudomonas floridensis,1.75-3.6,0.75,rod-shaped,65513.0,459528
12851.0,,"DSM 50090, ATCC 13525, ICPB 3200, NCIB 9046, NCTC 10038, WDCM 00115",1.0,Pseudomonas fluorescens,1-2,1-2,,,294
158598.0,ASS-1,"KCTC 52437, CCM 8778",1.0,Pseudomonas fluvialis,0.8-1.5,0.1-0.2,rod-shaped,65314.0,
133985.0,CC-CY503,"BCRC 80437, JCM 18415",1.0,Pseudomonas formosensis,1.7,0.8,rod-shaped,31000.0,1002526
12966.0,KF707,"DSM 10086, NBRC 110670",1.0,Pseudomonas furukawaii,1.5-2.0,0.7-0.9,rod-shaped,65464.0,1002526
130575.0,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1.0,Pseudomonas guangdongensis,1.6,0.45,rod-shaped,31169.0,1245526
24440.0,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1.0,Pseudomonas guariconensis,2.5,0.85,rod-shaped,31066.0,1288410
133945.0,CC-G9A,"BCRC 80438, JCM 18416",1.0,Pseudomonas guguanensis,2.35,0.8,rod-shaped,30927.0,1198456
13161.0,M8,"DSM 21282, CECT 7231, LMG 24016",1.0,Pseudomonas guineae,1.75,0.45,rod-shaped,32216.0,425504
132436.0,,"DSM 29165, LMG 28433, WS 4917",1.0,Pseudomonas helleri,3.1,0.75,rod-shaped,43746.0,1608996
140299.0,,"DSM 29167, LMG 28435, WS 4992",1.0,Pseudomonas lactis,2.6,0.75,rod-shaped,43273.0,1615674
13186.0,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1.0,Pseudomonas litoralis,0.8-1.9,0.5-0.9,rod-shaped,30104.0,797277
13114.0,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1.0,Pseudomonas lutea,1.4,0.75,rod-shaped,30122.0,243924
13162.0,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1.0,Pseudomonas marincola,2.15,0.5,rod-shaped,32381.0,437900
132649.0,KX 20,"DSM 100277, CGMCC 1.15195",1.0,Pseudomonas oceani,2.1-2.6,0.4-0.6,rod-shaped,24959.0,1708783
13125.0,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583",1.0,Pseudomonas pachastrellae,1.5,0.45,rod-shaped,31271.0,254161
13164.0,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1.0,Pseudomonas panipatensis,3.15,1.1,rod-shaped,32377.0,428992
140300.0,,"DSM 29164, LMG 28439, WS 4672",1.0,Pseudomonas paralactis,1.5-5.5,0.75,rod-shaped,43273.0,1615673
13176.0,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1.0,Pseudomonas pelagia,1.9,0.45,rod-shaped,29181.0,553151
13130.0,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775",1.0,Pseudomonas peli,02-03,1,rod-shaped,31765.0,592361
140904.0,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1.0,Pseudomonas populi,0.5-1.6,0.5-0.6,rod-shaped,43748.0,
158812.0,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1.0,Pseudomonas profundi,1.8-2,0.6-0.7,rod-shaped,65576.0,
13105.0,C36,"DSM 15758, LMG 21977, CCUG 51516",1.0,Pseudomonas psychrotolerans,1.5-1.8,0.5-0.7,rod-shaped,30172.0,237610
24438.0,LMT03,"DSM 27507, CECT 8089, LMG 26839",1.0,Pseudomonas punonensis,1.25,0.45,rod-shaped,30692.0,1220495
140983.0,,"LMG 29328, CCOS 865",1.0,Pseudomonas reidholzensis,1.0-2.2,0.5-0.9,rod-shaped,43871.0,
13169.0,J64,"DSM 23971, JCM 14963, KCTC 22137",1.0,Pseudomonas sabulinigri,1.75,0.85,rod-shaped,32662.0,472181
24439.0,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1.0,Pseudomonas sagittaria,1.75,0.6,rod-shaped,30834.0,1135990
24433.0,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1.0,Pseudomonas taeanensis,1.8-2.5,0.8-1,rod-shaped,29659.0,1395571
13180.0,CMS,"DSM 21245, BCRC 17751",1.0,Pseudomonas taiwanensis,1-2.2,0.7-1,rod-shaped,29519.0,1292030
158577.0,MA-69,"CCTCC AB 2013065, KCTC 42447",1.0,Pseudomonas tarimensis,1.5-2,0.5-0.7,rod-shaped,65283.0,
159884.0,68,"CICC 24204, KCTC 52977",1.0,Pseudomonas tianjinensis,1.2-3.2,0.3-0.4,rod-shaped,66568.0,2282554
140982.0,,"LMG 29327, CCOS 864",1.0,Pseudomonas wadenswilerensis,1.0-2.2,0.5-0.9,rod-shaped,43871.0,
132438.0,,"DSM 29166, LMG 28437, WS 4993",1.0,Pseudomonas weihenstephanensis,2.1,0.75,rod-shaped,43746.0,1608994
13166.0,"C10-2, MCCC 1A00089","DSM 22326, CGMCC 1.6446, JCM 13530",1.0,Pseudomonas xiamenensis,1.1-1.3,0.6-0.8,rod-shaped,32415.0,1123022
13173.0,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270",1.0,Pseudomonas xinjiangensis,1.35,0.65,rod-shaped,28912.0,487184
24437.0,,"DSM 27927, ACCC 05688, BY-1, KACC 15471",1.0,Pseudomonas zeshuii,3,0.7,rod-shaped,30513.0,1076620
13405.0,EUM 211 (erroneously),"DSM 45352, ACM 5286, JCM 18302, EUM 221",1.0,Pseudonocardia adelaidensis,1,0.5,rod-shaped,29708.0,648754
13382.0,,"DSM 45322, CCTCC M2011255, SCSIO 01299",1.0,Pseudonocardia antitumoralis,1.9,0.45,rod-shaped,30485.0,1070982
13403.0,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1.0,Pseudonocardia babensis,01-02,0.3-0.5,rod-shaped,29660.0,663386
13687.0,,"DSM 15984, ATCC BAA 863, KCTC 12145, HTCC 2597",1.0,Pseudooceanicola batsensis,1.1,0.6,rod-shaped,30164.0,314255
158599.0,157,"KCTC 52654, MCCC 1K03317",1.0,Pseudooceanicola lipolyticus,1.5-2.5,0.6-1,rod-shaped,65315.0,
130612.0,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1.0,Pseudooceanicola marinus,0.95,0.5,rod-shaped,32134.0,396013
13688.0,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508",1.0,Pseudooceanicola nanhaiensis,0.8,0.5,rod-shaped,31853.0,375761
130613.0,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1.0,Pseudooceanicola nitratireducens,0.7-2.1,0.4-1.1,rod-shaped,29580.0,517719
13733.0,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1.0,Pseudophaeobacter arcticus,1.8,0.4,rod-shaped,32569.0,999550
24494.0,306,"DSM 25627, CIP 110369, UBOCC 3187",1.0,Pseudophaeobacter leonis,1.6,0.7,rod-shaped,30861.0,1144477
133859.0,ZS3-33,"CGMCC 1.10836, KCTC 23700",1.0,Pseudorhodobacter antarcticus,1.75,0.65,rod-shaped,30694.0,
141058.0,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1.0,Cypionkella aquatica,1.6-2.0,0.6-0.8,rod-shaped,43937.0,
133680.0,HDW-19,"KCTC 23043, CCUG 58879",1.0,Pseudorhodobacter aquimaris,1.0-2.0,0.5-1.0,ovoid-shaped,30130.0,687412
158526.0,4-T-34,"CCTCC AB 2014005, LMG 28256",1.0,Cypionkella collinsensis,1.0-2.5,0.5-1.0,rod-shaped,65202.0,
140481.0,HWR-46,"NBRC 112426, KCTC 52470",1.0,Pseudorhodobacter ponti,1.2-4.0,0.6-1.0,rod-shaped,43254.0,1896944
141126.0,,"PAMC 27389, JCM 30764, KCTC 42640",1.0,Cypionkella psychrotolerans,1.0-2.0,0.5-1.0,ovoid-shaped,44035.0,
141057.0,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1.0,Cypionkella sinensis,1.8-2.2,0.6-0.8,rod-shaped,43937.0,
133867.0,WT-MW11,"KCTC 23672, CCUG 61506",1.0,Pseudorhodobacter wandonensis,1.5,0.55,rod-shaped,30715.0,1120568
133823.0,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1.0,Pseudorhodoferax aquiterrae,1.5,0.75,rod-shaped,30606.0,747304
3029.0,SB1,"DSM 21598, LMG 24543",1.0,Pseudorhodoferax caeni,2.4,0.95,rod-shaped,29123.0,255042
3030.0,TBEA3,"DSM 21634, LMG 24555",1.0,Pseudorhodoferax soli,1.95,0.85,rod-shaped,29123.0,545864
141080.0,DB-4,"KCTC 52038, CECT 9025",1.0,Pseudoroseicyclus aestuarii,0.3-1.5,0.2-0.5,rod-shaped,43977.0,
140810.0,MME-001,"KCCM 43133, JCM 30751",1.0,Pseudoruegeria aestuarii,2.4-2.5,0.5-0.6,rod-shaped,43597.0,
134212.0,SW-255,"KCTC 12737, JCM 13603",1.0,Pseudoruegeria aquimaris,4.5,0.55,rod-shaped,31885.0,393663
130631.0,WM67,"DSM 29328, JCM 18872, KACC 17214",1.0,Pseudoruegeria haliotis,2.8,0.65,rod-shaped,31155.0,1280846
159803.0,BPTF-M20,"KACC 19614, KCTC 62422, NBRC 113188",1.0,Pseudoruegeria insulae,0.4-10.0,0.4-0.8,rod-shaped,66745.0,2231601
13833.0,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1.0,Pseudoruegeria lutimaris,4.5,0.5,rod-shaped,29530.0,571298
140617.0,FDZSB0410,"KCTC 52127, MCCC 1A01897",1.0,Pseudotenacibaculum haliotis,2-4,0.5,rod-shaped,43134.0,1862138
13736.0,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514",1.0,Pseudovibrio ascidiaceicola,1.2-8,0.8-1.3,rod-shaped,31604.0,285279
23228.0,Ad2,"DSM 24994, NCIMB 14761",1.0,Pseudovibrio axinellae,2.75,0.85,rod-shaped,30618.0,989403
13737.0,DN34,"DSM 17465, BCRC 17323, JCM 12308",1.0,Pseudovibrio denitrificans,3.25,0.7,rod-shaped,31236.0,258256
134242.0,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2",1.0,Pseudovibrio japonicus,3,0.9,rod-shaped,32075.0,366534
141084.0,UST20140214-052,"KCTC 42384, MCCC 1K00452",1.0,Pseudovibrio stylochi,5.0-6.0,0.5-0.8,rod-shaped,43983.0,
17442.0,CC-CC4,"DSM 19599, CIP 109513, CCUG 54547, CC 4",1.0,Pseudoxanthobacter soli,2,0.2,rod-shaped,32256.0,1123029
17511.0,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1.0,Pseudoxanthomonas dokdonensis,0.4-2.6,0.2-0.4,rod-shaped,31707.0,344882
133278.0,,"roo10, BCC 70700, NBRC 110414",1.0,Pseudoxanthomonas helianthi,1.5-1.6,0.4-0.5,rod-shaped,25121.0,1453541
17505.0,12-3,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525",1.0,Pseudoxanthomonas japonensis,1.2,0.6,rod-shaped,29999.0,69284
17509.0,JA40,"DSM 18571, ATCC BAA 1031, CIP 108476, CCUG 55486",1.0,Pseudoxanthomonas kalamensis,1-1.25,0.5,rod-shaped,31439.0,289483
17504.0,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993",1.0,Pseudoxanthomonas mexicana,1.2,0.6,rod-shaped,29999.0,128785
140611.0,WD12,"KACC 15045, LMG 25968",1.0,Pseudoxanthomonas putridarboris,1.2-2.0,0.4-0.7,rod-shaped,43260.0,752605
17514.0,BD-c54,"DSM 19373, KCTC 22080",1.0,Pseudoxanthomonas sacheonensis,0.8-1.6,0.3-0.5,rod-shaped,32554.0,443615
17506.0,4M1,"DSM 17175, CIP 109444, KACC 11320",1.0,Pseudoxanthomonas suwonensis,1.2-3,"1.2-3, 1.2-3",,,314722
17513.0,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1.0,Pseudoxanthomonas yeongjuensis,2.15,0.75,rod-shaped,31821.0,377616
