taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid671622	2.1213203435596424	0.5477225575051661	0.456806301471225	3.6502008083762494	rod-shaped	Microbacterium yannicii	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000304335	3952501.0	69.54	3693.0	91.87398055054257	1.0	-0.32456306740703306	0.10888931230911099
taxid683125	0.916515138991168	0.4242640687119285	0.10957630201841906	1.2215908420763113	rod-shaped	Sphingobacterium wenxiniae	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G900116225	3844399.0	40.93	3413.0	89.50769678173364	0.0	-0.67195590927503	0.257129342471315
taxid686831	1.75	0.4	0.20315632493214	2.1991148575128547	rod-shaped	Chromobacterium piscinae	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000812585	4089562.0	62.61	3938.0	88.5680911549941	1.0	-0.8655314232323721	0.31064469480708196
taxid687412	1.4142135623730951	0.7071067811865476	0.4628003060581633	3.141592653589794	ovoid-shaped	Pseudorhodobacter aquimaris	Pseudorhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001202025	3818437.0	58.72	3862.0	89.87310776634523	1.0	-0.42590754728215396	0.17638821671694196
taxid687842	1.25	0.45	0.1749474408967817	1.7671458676442586	rod-shaped	Pedobacter ginsenosidimutans	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G001442625	6517553.0	38.68	5462.0	87.57378727875324	1.0	-0.611706297919413	0.246516074530042
taxid690417	1.9	0.6	0.4806636759992383	3.5814156250923643	rod-shaped	Paracoccus sphaerophysae	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000763805	3358707.0	69.07	3403.0	90.36522090197211	1.0	-0.213513640486557	0.0919520876848319
taxid693075	4.95	0.3	0.3428262983229862	4.665265090580842		Caldisericum exile	Caldisericum	Caldisericaceae	Caldisericales	Caldisericia	Caldiserica	Bacteria	species	G000284335	1558103.0	35.37	1516.0	92.38407216981165	1.0	-0.0586239071919814	0.0351527753985579
taxid694055	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454574	rod-shaped	Ornithinibacillus contaminans	Ornithinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001038425	3389443.0	38.01	3439.0	86.26399676879063	1.0	-0.612484827712359	0.23387444212686498
taxid696762	2.25	0.7	0.7761042851305783	4.948008429403924	rod-shaped	Planktotalea frisia	Planktotalea	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001890925	4106736.0	53.77	4184.0	91.25188470844	1.0	-0.39782686879152096	0.17462217680173597
taxid698769	1.5491933384829666	0.5946035575013605	0.3749307376330095	2.8938965150064813	rod-shaped	Virgibacillus alimentarius	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000709085	3045860.0	37.11	3144.0	85.50836217029017	1.0	-0.316360923745295	0.135592766261458
taxid709323	3.75	0.8	1.7509143056007117	9.424777960769381	rod-shaped	Fructobacillus tropaeoli	Fructobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001047135	1685122.0	44.2	1724.0	87.50553372396776	1.0	-0.8163501792690749	0.28251636235351396
taxid709839	1.7549928774784245	0.4898979485566356	0.30002716793543305	2.7010389803342805	rod-shaped	Noviherbaspirillum autotrophicum	Noviherbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000818395	5384605.0	59.91	5032.0	87.57171603116663	5.0	-0.46413457249078705	0.18530061835235997
taxid714549	1.75	0.5	0.3108867730114899	2.7488935718910685	rod-shaped	Hydrotalea flava	Hydrotalea	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	N8117	1665901.0	36.83	1586.5	89.37157629929149	1.0	-0.134623229065976	0.06698255736690464
taxid717609	2.0	0.2	0.060737457969402685	1.2566370614359172	rod-shaped	Caldicellulosiruptor obsidiansis	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	species	G000145215	2532343.0	35.24	2378.0	88.87208407391891	3.0	-0.14582973989445402	0.0707953174048518
taxid720605	1.6	1.0	0.9948376736367678	5.026548245743669	rod-shaped	Halomonas smyrnensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000265245	3561919.0	67.86	3251.0	88.82703396680273	1.0	-0.54046868483822	0.230011499030672
taxid721133	3.0000000000000004	1.3	3.406795433430332	12.252211349000197	rod-shaped	Nitratireductor indicus	Nitratireductor	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000300515	4992479.0	60.85	4861.0	89.99599197112295	1.0	-0.344640221596763	0.118426371719514
taxid728005	4.4721359549995805	0.4898979485566356	0.8121965718010025	6.882884651454574	rod-shaped	Devosia psychrophila	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000971275	4519556.0	61.1	4602.0	88.0702661942899	1.0	-0.4303101952294171	0.15950082089792003
taxid732234	1.4142135623730951	0.8660254037844386	0.6629968605077357	3.847649490485592	ovoid-shaped	Thermogemmatispora onikobensis	Thermogemmatispora	Thermogemmatisporaceae	Thermogemmatisporales	Ktedonobacteria	Chloroflexi	Bacteria	species	G001748285	5556502.0	61.14	4461.0	82.70527033014655	1.0	-0.0624043729029429	0.024958233740898
taxid732242	3.15	0.75	1.2811807540420874	7.4220126441058865	rod-shaped	Phocaeicola paurosaccharolyticus	Phocaeicola	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000613805	3430348.0	37.08	3022.0	90.47300740333051	1.0	-0.35779579407689005	0.143097773445854
taxid752140	1.5	0.3	0.09896016858807846	1.413716694115407	rod-shaped	Pedobacter arcticus	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G000302595	4228921.0	36.89	3581.0	88.77895803681366	1.0	-0.33486434818906896	0.15997245832712698
taxid754476	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	Methylophaga nitratireducenticrescens	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000260985	3137191.0	44.75	2987.0	90.12954582618656	3.0	-0.273921563742246	0.12141369947148
taxid754477	1.5	0.7	0.4874704600820161	3.2986722862692828	rod-shaped	Methylophaga frappieri	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000260965	2745290.0	47.92	2623.0	92.52705542948105	3.0	-0.206711633684947	0.0903804408824768
taxid758826	1.7320508075688772	0.3872983346207417	0.18884325844144847	2.107444419312218	rod-shaped	Acidovorax radicis	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000204195	5530232.0	64.86	5055.0	89.2569425658815	1.0	-0.5651818966551839	0.214891976589262
taxid759851	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	Sporosarcina newyorkensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000220335	3727356.0	42.14	3714.0	86.50322104998823	1.0	-0.624864836714301	0.23668008639744098
taxid796942	22.000000000000004	0.65	7.228379271904942	44.92477494633405	rod-shaped	Stomatobaculum longum	Stomatobaculum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000242235	2313632.0	55.05	2065.0	88.81840327243053	5.0	-0.576195227449664	0.206294430520113
taxid857265	2.25	0.75	0.8835729338221293	5.3014376029327765	rod-shaped	Amantichitinum ursilacus	Amantichitinum	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001294205	4928951.0	60.09	4372.0	88.30793813937288	1.0	-0.7429458789257289	0.28463252795881705
taxid859058	4.0	1.0	2.8797932657906435	12.56637061435917	ovoid-shaped	Caenispirillum salinarum	Caenispirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000315795	4952465.0	68.79	4553.0	89.41559405265863	1.0	-0.293462513196358	0.125371173570348
taxid863227	1.25	0.9	0.6043638867343365	3.5342917352885173	rod-shaped	Trinickia symbiotica	Trinickia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000373005	6387382.0	63.12	5808.0	88.18270145734198	1.0	-0.30273463398907	0.117697940122275
taxid864069	1.6	0.45	0.2306125357275758	2.261946710584651	rod-shaped	Microvirga lotononidis	Microvirga	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000262405	7082538.0	63.08	7013.0	85.26672218348847	1.0	-0.42980353638689706	0.151010969335839
taxid870903	2.1213203435596424	0.5916079783099616	0.5289194733447613	3.94266748936754	rod-shaped	Terriglobus saanensis	Terriglobus	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	species	G000179915	5095226.0	57.34	4274.0	90.5981010459595	1.0	-0.30384629102569705	0.11006230819434101
taxid871203	1.3	0.3499999999999999	0.11385000876915505	1.429424657383356	rod-shaped	Caballeronia zhejiangensis	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000698575	7767215.0	62.67	7272.0	87.51936183046304	1.0	-0.4978079962530129	0.18927947757920702
taxid871325	2.5	1.4	3.130073480526629	10.995574287564272	rod-shaped	Bacteroides faecichinchillae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000614145	4782583.0	38.73	4590.0	87.74607779938162	1.0	-0.394655671872668	0.152062001675876
taxid872327	1.19	0.47	0.17927760277097954	1.757092771152771	rod-shaped	Lactobacillus pasteurii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N8764	1886754.0	38.56	1808.0	88.48254248494902	3.0	-0.7901003791876885	0.2620648977176185
taxid874156	0.75	0.4	0.07749261878854824	0.942477796076938	rod-shaped	Aurantiacibacter marinus	Aurantiacibacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001021555	2835898.0	59.1	2711.0	92.64419947402905	1.0	-0.332456230034801	0.13088012086770198
taxid875171	2.0	0.8	0.8712683625955694	5.026548245743669	ovoid-shaped	Celeribacter baekdonensis	Celeribacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000299875	4333597.0	58.28	4253.0	89.96683355651207	1.0	-0.5603945679467961	0.218632921258783
taxid877500	1.5	0.2	0.04502949470145369	0.942477796076938	rod-shaped	Arcobacter anaerophilus	Arcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000935065	3247305.0	30.18	3524.0	90.4341600188464	4.0	-0.44468800298379896	0.182844338419963
taxid881893	5.5	0.4	0.6743952229706089	6.911503837897545	rod-shaped	Fulvivirga imtechensis	Fulvivirga	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000331535	6737864.0	42.39	5754.0	88.40552436202333	1.0	-0.34067099879143203	0.161946749669357
taxid882104	4.0	0.5	0.7526732399225546	6.2831853071795845	rod-shaped	Methanoregula formicica	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000327485	2820858.0	55.2	2880.0	87.41361670810795	1.0	-0.261206563576003	0.10616845180554402
taxid889306	2.449489742783178	0.8	1.097206550402225	6.156239184776948	rod-shaped	Jeotgalibacillus soli	Jeotgalibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000829435	3776953.0	39.73	3731.0	82.58831920863193	1.0	-0.7187873619933492	0.275003466307627
taxid890420	6.999999999999999	1.0	5.235987755982989	21.991148575128552	rod-shaped	Halovenus aranensis	Halovenus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	species	G900100385	3287116.0	61.07	3368.0	89.98286035539968	0.0	-0.130322641771551	0.0537425784303691
taxid908809	2.0	0.6	0.5089380098815465	3.7699111843077517	rod-shaped	Caloramator mitchellensis	Caloramator	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G001440545	2419359.0	33.19	2437.0	90.59424417790001	1.0	-0.447817109556609	0.17940149861796104
taxid913969	1.3784048752090219	0.6	0.3331861289019956	2.598231977777412	rod-shaped	Knoellia flava	Knoellia	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000768675	3561699.0	71.52	3414.0	92.00173849615028	1.0	-0.281431129329432	0.105447830755315
taxid914150	2.2803508501982757	0.28284271247461906	0.1373548256542584	2.0262663770721687	rod-shaped	Kangiella geojedonensis	Kangiella	Kangiellaceae	Kangiellales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000981765	2495242.0	43.78	2287.0	90.8684608546987	2.0	-0.478773361600332	0.17878278428042396
taxid915059	4.898979485566356	0.6324555320336759	1.4728292077555962	9.733868822336671	rod-shaped	Flammeovirga pacifica	Flammeovirga	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000807855	6610326.0	32.9	5012.0	88.85221394527291	2.0	-0.6707795128236911	0.268594732815131
taxid927083	4.5	0.85	2.3927482297138005	12.01659189998096	rod-shaped	Sandaracinus amylolyticus	Sandaracinus	Sandaracinaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000737325	10327335.0	72.04	8708.0	92.28510549914377	2.0	-0.17846812407076898	0.0704008826014922
taxid927669	2.23606797749979	2.23606797749979	5.854012275867273	15.707963267948966	sphere/spheroid	Pseudanabaena biceps	Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales		Cyanobacteria	Bacteria	species	G000332215	5476421.0	43.18	4838.0	82.27754951637209	1.0	-0.274888419244572	0.12618711046395098
taxid927677	3.2403703492039297	3.2403703492039297	17.814866446946194	32.98672286269284	sphere/spheroid	Synechocystis sp. PCC 7509	Synechocystis	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria	species	G000332075	4908825.0	41.67	4817.0	86.67516157125178	2.0	-0.11383623581736099	0.0562082634754261
taxid928856	2.23606797749979	0.7071067811865476	0.7855417801684584	4.967294132898051		Tritonibacter multivorans	Tritonibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001458415	4175618.0	59.69	3911.0	89.58477523566572	2.0	-0.7575843038162521	0.271475286682908
taxid930129	2.45	0.85	1.2294753749517555	6.542366701100744	rod-shaped	Alteribacillus bidgolensis	Alteribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900099745	4643995.0	38.75	4584.0	80.762102457044	1.0	-0.367047119598944	0.15688042242154598
taxid931533	2.1213203435596424	1.0	1.4042817140102375	6.6643244072375465	rod-shaped	Lacticaseibacillus saniviri	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001311785	2420749.0	47.81	3345.0	86.32505889706037	1.0	-0.8163053932668171	0.282508711197076
taxid931534	3.1622776601683795	0.7	1.127189872544914	6.954211786057272	rod-shaped	Lentilactobacillus senioris	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001436555	1566789.0	39.08	1569.0	89.43712267574	1.0	-0.6722692822596898	0.266755683840347
taxid935700	2.25	0.6	0.5796238445873167	4.241150082346222	ovoid-shaped	Jannaschia aquimarina	Jannaschia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000877395	4098947.0	66.45	4092.0	90.46130628183286	1.0	-0.208802503413317	0.0776699751053191
taxid936456	3.7416573867739413	0.12247448713915887	0.043599406408210535	1.4396586137792406	spiral-shaped	Desulfurispirillum indicum	Desulfurispirillum	Chrysiogenaceae	Chrysiogenales	Chrysiogenetes	Chrysiogenetes	Bacteria	species	G000177635	2928377.0	56.11	2646.0	89.2617651347487	3.0	-0.13896352999803602	0.0642788839923014
taxid943673	4.0	0.5	0.7526732399225546	6.2831853071795845	rod-shaped	Lacticaseibacillus brantae	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001436115	1929842.0	47.48	1904.0	90.40501761284084	1.0	-0.7729892265303969	0.277246019293236
taxid943816	0.7071067811865476	0.458257569495584	0.0914316513855204	1.017992368396926	ovoid-shaped	Streptomyces qinglanensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	species	G001751375	6610624.0	72.84	5493.0	86.8536011123912	4.0	-0.38540912900206	0.143770238248343
taxid943936	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Psychroserpens damuponensis	Psychroserpens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000826655	3945764.0	32.49	3582.0	90.91448449527138	1.0	-0.235344324394085	0.111844588674879
taxid944479	2.75	0.6	0.7209955139988575	5.18362787842316	rod-shaped	Hippea jasoniae	Hippea	Desulfurellaceae	Desulfurellales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000744435	1714776.0	37.01	1721.0	96.3661142913127	1.0	-0.0706865220911723	0.0257952888290907
taxid944671	8.848728722251574	2.949576240750525	53.7449288850401	81.9955682586936	rod-shaped	Lacticaseibacillus nasuensis	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7696	2264559.5	56.94	2699.5	87.98464053493805	1.0	-0.496436836814515	0.231156359765128
taxid945692	1.3	0.45	0.1828995973011808	1.837831702350029	rod-shaped	Gordonia neofelifaecis	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000192435	4257286.0	68.2	3998.0	91.49082302668884	1.0	-0.391645487813356	0.134030480610144
taxid947013	3.75	0.5	0.7035858547102141	5.8904862254808625	rod-shaped	Chryseolinea serpens	Chryseolinea	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G900129725	8357597.0	51.14	6872.0	89.33898104921785	2.0	-0.37580740584041705	0.169559463967844
taxid948077	1.1	0.45	0.15109097168358415	1.5550883635269477	rod-shaped	Arenimonas metalli	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000747155	3056622.0	69.93	2802.0	91.9899810967794	1.0	-0.26156839214982897	0.10510526021109698
taxid948107	3.0000000000000004	0.9	1.7176657833502196	8.482300164692441	rod-shaped	Paraburkholderia sprentiae	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001865575	7829542.0	63.21	7108.0	85.49971377636138	7.0	-0.46716223508620597	0.180147859121809
taxid971279	1.15	1.15	0.7963282878380625	4.1547562843725006	coccus-shaped	Palaeococcus pacificus	Palaeococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea	species	G000725425	1859370.0	43.04	1991.0	91.79754432953095	2.0	-0.464464201820073	0.17105552119842302
taxid980251	2.0	1.0	1.3089969389957472	6.2831853071795845	sphere-shaped	Mariniblastus fucicola	Mariniblastus	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria	species	G001642875	6529821.0	53.41	5128.0	88.90314144905349	1.0	-0.25966841028938603	0.118276324385348
taxid981384	0.75	0.4	0.07749261878854824	0.942477796076938	rod-shaped	Ruegeria conchae	Ruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000192475	4490413.0	55.74	4412.0	90.74840109361878	1.0	-0.5804466583458829	0.20869040990105397
taxid985054	3.1622776601683795	0.34641016151377546	0.2871548517884777	3.4414423257272846	rod-shaped	Ruegeria halocynthiae	Ruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000743705	4314497.0	58.34	4214.0	90.6926809776435	2.0	-0.520633292224818	0.19161407817695003
